ID,Departamento,Municipio,Tipo_Dato,Tipo_Indicador,Código_Unico,Indicador,Indicador_Des,Fuente,Descripcion_corta,Valor,Valor_Texto,Cod_Dep,Depto,Codigo_Mun,Latitude,Longitude,Geo
2265,Huehuetenango,La Democracia,Educación,Idioma en el que lee y escribe,0269,% que lee y escribe mam,% que lee y escribe mam,Censo 2018,,3.52,,13,Huehuetenango,1312,15.6333,-91.8667,"15.6333,-91.8667"
2266,Huehuetenango,La Libertad,Educación,Idioma en el que lee y escribe,0269,% que lee y escribe mam,% que lee y escribe mam,Censo 2018,,0,,13,Huehuetenango,1311,15.5,-91.8333,"15.5,-91.8333"
2267,Quiché,Depto. Quiché,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,0,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
2268,Quiché,Nebaj,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,0,,14,Quiché,1413,15.408333,-91.147222,"15.408333,-91.147222"
2269,Quiché,Cotzal,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,0,,14,Quiché,1411,15.435278,-91.035556,"15.435278,-91.035556"
2270,Quiché,Chajul,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,0,,14,Quiché,1405,15.487222,-91.034722,"15.487222,-91.034722"
2271,Quiché,Cunén,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,0,,14,Quiché,1410,15.3375,-91.033333,"15.3375,-91.033333"
2272,Quiché,Uspantán,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,0,,14,Quiché,1415,15.345833,-90.869444,"15.345833,-90.869444"
2273,Huehuetenango,Depto. Huehuetenango,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,3.53,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
2274,Huehuetenango,Santa Cruz Barillas,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,11.82,,13,Huehuetenango,1326,15.8014,-91.3125,"15.8014,-91.3125"
2275,Huehuetenango,San Mateo Ixtatán,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,5.89,,13,Huehuetenango,1318,15.833333,-91.483333,"15.833333,-91.483333"
2276,Huehuetenango,Santa Eulalia,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,55.4,,13,Huehuetenango,1317,15.7333,-91.4586,"15.7333,-91.4586"
2277,Huehuetenango,San Pedro Soloma,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,15.02,,13,Huehuetenango,1308,15.716667,-91.45,"15.716667,-91.45"
2278,Huehuetenango,Todos Santos Cuchumatán,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,0,,13,Huehuetenango,1315,15.5116,-91.6051,"15.5116,-91.6051"
2279,Huehuetenango,Chiantla,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,0,,13,Huehuetenango,1302,15.35669,-91.456761,"15.35669,-91.456761"
2280,Huehuetenango,Cuilco,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,0,,13,Huehuetenango,1304,15.406944,-91.945833,"15.406944,-91.945833"
2281,Huehuetenango,Jacaltenango,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,0,,13,Huehuetenango,1307,15.666667,-91.733333,"15.666667,-91.733333"
2282,Huehuetenango,La Democracia,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,0,,13,Huehuetenango,1312,15.6333,-91.8667,"15.6333,-91.8667"
2283,Huehuetenango,La Libertad,Educación,Idioma en el que lee y escribe,0270,% que lee y escribe q'anjob'al,% que lee y escribe q'anjob'al,Censo 2018,,0,,13,Huehuetenango,1311,15.5,-91.8333,"15.5,-91.8333"
2284,Quiché,Depto. Quiché,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,1.97,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
2285,Quiché,Nebaj,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,14,Quiché,1413,15.408333,-91.147222,"15.408333,-91.147222"
2286,Quiché,Cotzal,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,14,Quiché,1411,15.435278,-91.035556,"15.435278,-91.035556"
2287,Quiché,Chajul,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,14,Quiché,1405,15.487222,-91.034722,"15.487222,-91.034722"
2288,Quiché,Cunén,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,14,Quiché,1410,15.3375,-91.033333,"15.3375,-91.033333"
2289,Quiché,Uspantán,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,6.71,,14,Quiché,1415,15.345833,-90.869444,"15.345833,-90.869444"
2290,Huehuetenango,Depto. Huehuetenango,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
2291,Huehuetenango,Santa Cruz Barillas,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,13,Huehuetenango,1326,15.8014,-91.3125,"15.8014,-91.3125"
2292,Huehuetenango,San Mateo Ixtatán,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,13,Huehuetenango,1318,15.833333,-91.483333,"15.833333,-91.483333"
2293,Huehuetenango,Santa Eulalia,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,13,Huehuetenango,1317,15.7333,-91.4586,"15.7333,-91.4586"
2294,Huehuetenango,San Pedro Soloma,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,13,Huehuetenango,1308,15.716667,-91.45,"15.716667,-91.45"
2295,Huehuetenango,Todos Santos Cuchumatán,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,13,Huehuetenango,1315,15.5116,-91.6051,"15.5116,-91.6051"
2296,Huehuetenango,Chiantla,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,13,Huehuetenango,1302,15.35669,-91.456761,"15.35669,-91.456761"
2297,Huehuetenango,Cuilco,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,13,Huehuetenango,1304,15.406944,-91.945833,"15.406944,-91.945833"
2298,Huehuetenango,Jacaltenango,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,13,Huehuetenango,1307,15.666667,-91.733333,"15.666667,-91.733333"
2299,Huehuetenango,La Democracia,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,13,Huehuetenango,1312,15.6333,-91.8667,"15.6333,-91.8667"
2300,Huehuetenango,La Libertad,Educación,Idioma en el que lee y escribe,0271,% que lee y escribe q'eqchi',% que lee y escribe q'eqchi',Censo 2018,,0,,13,Huehuetenango,1311,15.5,-91.8333,"15.5,-91.8333"
2301,Quiché,Depto. Quiché,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,32.83,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
2302,Quiché,Nebaj,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,30.93,,14,Quiché,1413,15.408333,-91.147222,"15.408333,-91.147222"
2303,Quiché,Cotzal,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,32.18,,14,Quiché,1411,15.435278,-91.035556,"15.435278,-91.035556"
2304,Quiché,Chajul,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,37.39,,14,Quiché,1405,15.487222,-91.034722,"15.487222,-91.034722"
2305,Quiché,Cunén,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,28.78,,14,Quiché,1410,15.3375,-91.033333,"15.3375,-91.033333"
2306,Quiché,Uspantán,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,35.24,,14,Quiché,1415,15.345833,-90.869444,"15.345833,-90.869444"
2307,Huehuetenango,Depto. Huehuetenango,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,28.85,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
2308,Huehuetenango,Santa Cruz Barillas,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,31.59,,13,Huehuetenango,1326,15.8014,-91.3125,"15.8014,-91.3125"
2309,Huehuetenango,San Mateo Ixtatán,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,45.05,,13,Huehuetenango,1318,15.833333,-91.483333,"15.833333,-91.483333"
2310,Huehuetenango,Santa Eulalia,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,32.07,,13,Huehuetenango,1317,15.7333,-91.4586,"15.7333,-91.4586"
2311,Huehuetenango,San Pedro Soloma,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,30.62,,13,Huehuetenango,1308,15.716667,-91.45,"15.716667,-91.45"
2312,Huehuetenango,Todos Santos Cuchumatán,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,37.45,,13,Huehuetenango,1315,15.5116,-91.6051,"15.5116,-91.6051"
2313,Huehuetenango,Chiantla,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,25.1,,13,Huehuetenango,1302,15.35669,-91.456761,"15.35669,-91.456761"
2314,Huehuetenango,Cuilco,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,29.92,,13,Huehuetenango,1304,15.406944,-91.945833,"15.406944,-91.945833"
2315,Huehuetenango,Jacaltenango,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,16.65,,13,Huehuetenango,1307,15.666667,-91.733333,"15.666667,-91.733333"
2316,Huehuetenango,La Democracia,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,25.97,,13,Huehuetenango,1312,15.6333,-91.8667,"15.6333,-91.8667"
2317,Huehuetenango,La Libertad,Educación,"Nivel educativo alcanzado, % por nivel",0272,% que no alcanzó ningún grado,% que no alcanzó ningún grado,Censo 2018,,29.97,,13,Huehuetenango,1311,15.5,-91.8333,"15.5,-91.8333"
2318,Quiché,Depto. Quiché,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,2.26,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
2319,Quiché,Nebaj,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,0.83,,14,Quiché,1413,15.408333,-91.147222,"15.408333,-91.147222"
2320,Quiché,Cotzal,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,1.12,,14,Quiché,1411,15.435278,-91.035556,"15.435278,-91.035556"
2321,Quiché,Chajul,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,0.31,,14,Quiché,1405,15.487222,-91.034722,"15.487222,-91.034722"
2322,Quiché,Cunén,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,1.8,,14,Quiché,1410,15.3375,-91.033333,"15.3375,-91.033333"
2323,Quiché,Uspantán,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,3.51,,14,Quiché,1415,15.345833,-90.869444,"15.345833,-90.869444"
2324,Huehuetenango,Depto. Huehuetenango,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,0.96,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
2325,Huehuetenango,Santa Cruz Barillas,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,1.55,,13,Huehuetenango,1326,15.8014,-91.3125,"15.8014,-91.3125"
2326,Huehuetenango,San Mateo Ixtatán,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,1.05,,13,Huehuetenango,1318,15.833333,-91.483333,"15.833333,-91.483333"
2327,Huehuetenango,Santa Eulalia,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,2.64,,13,Huehuetenango,1317,15.7333,-91.4586,"15.7333,-91.4586"
2328,Huehuetenango,San Pedro Soloma,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,0.88,,13,Huehuetenango,1308,15.716667,-91.45,"15.716667,-91.45"
2329,Huehuetenango,Todos Santos Cuchumatán,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,0.76,,13,Huehuetenango,1315,15.5116,-91.6051,"15.5116,-91.6051"
2330,Huehuetenango,Chiantla,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,1.14,,13,Huehuetenango,1302,15.35669,-91.456761,"15.35669,-91.456761"
2331,Huehuetenango,Cuilco,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,0.72,,13,Huehuetenango,1304,15.406944,-91.945833,"15.406944,-91.945833"
2332,Huehuetenango,Jacaltenango,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,0.37,,13,Huehuetenango,1307,15.666667,-91.733333,"15.666667,-91.733333"
2333,Huehuetenango,La Democracia,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,1.69,,13,Huehuetenango,1312,15.6333,-91.8667,"15.6333,-91.8667"
2334,Huehuetenango,La Libertad,Hogar,Tenencia por sexo del dueño:,0273,% que no declararon tenencia de la propiedad de la vivienda,% con tenencia no declarada ,Censo 2018,,1.24,,13,Huehuetenango,1311,15.5,-91.8333,"15.5,-91.8333"
2335,Quiché,Depto. Quiché,Salud Indicadores,Uso de servicios,0274,% que no recibió atención posnatal <40 días posparto,% que no recibió atención posnatal <40 días posparto,ENSMI 2014,,22.5,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
2336,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Uso de servicios,0274,% que no recibió atención posnatal <40 días posparto,% que no recibió atención posnatal <40 días posparto,ENSMI 2014,,21.5,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
2337,Quiché,Depto. Quiché,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,66.16,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
2338,Quiché,Nebaj,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,65.38,,14,Quiché,1413,15.408333,-91.147222,"15.408333,-91.147222"
2339,Quiché,Cotzal,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,69.63,,14,Quiché,1411,15.435278,-91.035556,"15.435278,-91.035556"
2340,Quiché,Chajul,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,69.22,,14,Quiché,1405,15.487222,-91.034722,"15.487222,-91.034722"
2341,Quiché,Cunén,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,70,,14,Quiché,1410,15.3375,-91.033333,"15.3375,-91.033333"
2342,Quiché,Uspantán,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,69.6,,14,Quiché,1415,15.345833,-90.869444,"15.345833,-90.869444"
2343,Huehuetenango,Depto. Huehuetenango,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,67.35,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
2344,Huehuetenango,Santa Cruz Barillas,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,66.94,,13,Huehuetenango,1326,15.8014,-91.3125,"15.8014,-91.3125"
2345,Huehuetenango,San Mateo Ixtatán,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,71.57,,13,Huehuetenango,1318,15.833333,-91.483333,"15.833333,-91.483333"
2346,Huehuetenango,Santa Eulalia,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,70.03,,13,Huehuetenango,1317,15.7333,-91.4586,"15.7333,-91.4586"
2347,Huehuetenango,San Pedro Soloma,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,74.45,,13,Huehuetenango,1308,15.716667,-91.45,"15.716667,-91.45"
2348,Huehuetenango,Todos Santos Cuchumatán,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,74.09,,13,Huehuetenango,1315,15.5116,-91.6051,"15.5116,-91.6051"
2349,Huehuetenango,Chiantla,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,65.47,,13,Huehuetenango,1302,15.35669,-91.456761,"15.35669,-91.456761"
2350,Huehuetenango,Cuilco,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,71.97,,13,Huehuetenango,1304,15.406944,-91.945833,"15.406944,-91.945833"
2351,Huehuetenango,Jacaltenango,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,60.21,,13,Huehuetenango,1307,15.666667,-91.733333,"15.666667,-91.733333"
2352,Huehuetenango,La Democracia,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,65.14,,13,Huehuetenango,1312,15.6333,-91.8667,"15.6333,-91.8667"
2353,Huehuetenango,La Libertad,Empleo,Trabajó durante la semana pasada,0275,% que No trabajó la semana pasada,% que NO trabajó la semana pasada,Censo 2018,,68.5,,13,Huehuetenango,1311,15.5,-91.8333,"15.5,-91.8333"
2354,Quiché,Depto. Quiché,Salud Indicadores,Alimentación complementaria niños 6-23 meses,0276,% que recibió >3 grupos de alimentos,% que recibió >3 grupos de alimentos,ENSMI 2014,,55.1,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
2355,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Alimentación complementaria niños 6-23 meses,0276,% que recibió >3 grupos de alimentos,% que recibió >3 grupos de alimentos,ENSMI 2014,,64.7,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
2356,Quiché,Depto. Quiché,Salud Indicadores,Alimentación complementaria niños 6-23 meses,0277,% que recibió frecuencia mínima de comidas,% que recibió frecuencia mínima de comidas,ENSMI 2014,,82.8,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
2357,Huehuetenango,Depto. Huehuetenango,Salud Indicadores,Alimentación complementaria niños 6-23 meses,0277,% que recibió frecuencia mínima de comidas,% que recibió frecuencia mínima de comidas,ENSMI 2014,,81.7,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
2358,Quiché,Depto. Quiché,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,33.84,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
2359,Quiché,Nebaj,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,34.62,,14,Quiché,1413,15.408333,-91.147222,"15.408333,-91.147222"
2360,Quiché,Cotzal,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,30.37,,14,Quiché,1411,15.435278,-91.035556,"15.435278,-91.035556"
2361,Quiché,Chajul,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,30.78,,14,Quiché,1405,15.487222,-91.034722,"15.487222,-91.034722"
2362,Quiché,Cunén,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,30,,14,Quiché,1410,15.3375,-91.033333,"15.3375,-91.033333"
2363,Quiché,Uspantán,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,30.4,,14,Quiché,1415,15.345833,-90.869444,"15.345833,-90.869444"
2364,Huehuetenango,Depto. Huehuetenango,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,32.65,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
2365,Huehuetenango,Santa Cruz Barillas,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,33.06,,13,Huehuetenango,1326,15.8014,-91.3125,"15.8014,-91.3125"
2366,Huehuetenango,San Mateo Ixtatán,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,28.43,,13,Huehuetenango,1318,15.833333,-91.483333,"15.833333,-91.483333"
2367,Huehuetenango,Santa Eulalia,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,29.97,,13,Huehuetenango,1317,15.7333,-91.4586,"15.7333,-91.4586"
2368,Huehuetenango,San Pedro Soloma,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,25.55,,13,Huehuetenango,1308,15.716667,-91.45,"15.716667,-91.45"
2369,Huehuetenango,Todos Santos Cuchumatán,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,25.91,,13,Huehuetenango,1315,15.5116,-91.6051,"15.5116,-91.6051"
2370,Huehuetenango,Chiantla,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,34.53,,13,Huehuetenango,1302,15.35669,-91.456761,"15.35669,-91.456761"
2371,Huehuetenango,Cuilco,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,28.03,,13,Huehuetenango,1304,15.406944,-91.945833,"15.406944,-91.945833"
2372,Huehuetenango,Jacaltenango,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,39.79,,13,Huehuetenango,1307,15.666667,-91.733333,"15.666667,-91.733333"
2373,Huehuetenango,La Democracia,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,34.86,,13,Huehuetenango,1312,15.6333,-91.8667,"15.6333,-91.8667"
2374,Huehuetenango,La Libertad,Empleo,Trabajó durante la semana pasada,0278,% que Sí trabajó la semana pasada,% que SÍ trabajó la semana pasada,Censo 2018,,31.5,,13,Huehuetenango,1311,15.5,-91.8333,"15.5,-91.8333"
2375,Quiché,Depto. Quiché,Ingreso y Riqueza,Autonomía,0279,% que toma decisiones (solo esposa o de manera conjunta con esposo) a) para su propia salud,% que decide sola o con el esposo sobre para su propia salud,ENSMI 2014,,62,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
2376,Huehuetenango,Depto. Huehuetenango,Ingreso y Riqueza,Autonomía,0279,% que toma decisiones (solo esposa o de manera conjunta con esposo) a) para su propia salud,% que decide sola o con el esposo sobre para su propia salud,ENSMI 2014,,63,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
2377,Quiché,Depto. Quiché,Ingreso y Riqueza,Autonomía,0280,% que toma decisiones (solo esposa o de manera conjunta con esposo) b) Compras grandes,% que decide sola o con el esposo sobre compras grandes,ENSMI 2014,,70,,14,Quiché,1401,15.03,-91.15,"15.03,-91.15"
2378,Huehuetenango,Depto. Huehuetenango,Ingreso y Riqueza,Autonomía,0280,% que toma decisiones (solo esposa o de manera conjunta con esposo) b) Compras grandes,% que decide sola o con el esposo sobre compras grandes,ENSMI 2014,,73,,13,Huehuetenango,1301,15.314722,-91.476111,"15.314722,-91.476111"
